O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
11-9071.00	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
11-9071.00	1.B.1.d	Social	OI	3.00	06/2008	Analyst
11-9071.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
11-9071.00	1.B.1.f	Conventional	OI	5.00	06/2008	Analyst
11-9071.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
11-9071.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
11-9071.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
11-9081.00	1.B.1.a	Realistic	OI	3.00	06/2008	Analyst
11-9081.00	1.B.1.b	Investigative	OI	1.67	06/2008	Analyst
11-9081.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
11-9081.00	1.B.1.d	Social	OI	4.00	06/2008	Analyst
11-9081.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
11-9081.00	1.B.1.f	Conventional	OI	5.33	06/2008	Analyst
11-9081.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
11-9081.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
11-9081.00	1.B.1.i	Third Interest High-Point	IH	4.00	06/2008	Analyst
11-9111.00	1.B.1.a	Realistic	OI	1.67	06/2008	Analyst
11-9111.00	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
11-9111.00	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
11-9111.00	1.B.1.d	Social	OI	5.00	06/2008	Analyst
11-9111.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
11-9111.00	1.B.1.f	Conventional	OI	5.00	06/2008	Analyst
11-9111.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
11-9111.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
11-9111.00	1.B.1.i	Third Interest High-Point	IH	4.00	06/2008	Analyst
11-9121.00	1.B.1.a	Realistic	OI	3.00	06/2008	Analyst
11-9121.00	1.B.1.b	Investigative	OI	5.33	06/2008	Analyst
11-9121.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
11-9121.00	1.B.1.d	Social	OI	1.67	06/2008	Analyst
11-9121.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
11-9121.00	1.B.1.f	Conventional	OI	3.00	06/2008	Analyst
11-9121.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
11-9121.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
11-9121.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
11-9121.01	1.B.1.a	Realistic	OI	1.33	06/2009	Analyst
11-9121.01	1.B.1.b	Investigative	OI	5.33	06/2009	Analyst
11-9121.01	1.B.1.c	Artistic	OI	2.67	06/2009	Analyst
11-9121.01	1.B.1.d	Social	OI	2.00	06/2009	Analyst
11-9121.01	1.B.1.e	Enterprising	OI	6.33	06/2009	Analyst
11-9121.01	1.B.1.f	Conventional	OI	4.33	06/2009	Analyst
11-9121.01	1.B.1.g	First Interest High-Point	IH	5.00	06/2009	Analyst
11-9121.01	1.B.1.h	Second Interest High-Point	IH	2.00	06/2009	Analyst
11-9121.01	1.B.1.i	Third Interest High-Point	IH	6.00	06/2009	Analyst
11-9121.02	1.B.1.a	Realistic	OI	2.67	07/2013	Analyst
11-9121.02	1.B.1.b	Investigative	OI	6.67	07/2013	Analyst
11-9121.02	1.B.1.c	Artistic	OI	2.00	07/2013	Analyst
11-9121.02	1.B.1.d	Social	OI	1.67	07/2013	Analyst
11-9121.02	1.B.1.e	Enterprising	OI	4.33	07/2013	Analyst
11-9121.02	1.B.1.f	Conventional	OI	4.00	07/2013	Analyst
11-9121.02	1.B.1.g	First Interest High-Point	IH	2.00	07/2013	Analyst
11-9121.02	1.B.1.h	Second Interest High-Point	IH	5.00	07/2013	Analyst
11-9121.02	1.B.1.i	Third Interest High-Point	IH	6.00	07/2013	Analyst
11-9131.00	1.B.1.a	Realistic	OI	3.00	06/2008	Analyst
11-9131.00	1.B.1.b	Investigative	OI	1.67	06/2008	Analyst
11-9131.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
11-9131.00	1.B.1.d	Social	OI	4.33	06/2008	Analyst
11-9131.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
11-9131.00	1.B.1.f	Conventional	OI	5.67	06/2008	Analyst
11-9131.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
11-9131.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
11-9131.00	1.B.1.i	Third Interest High-Point	IH	4.00	06/2008	Analyst
11-9141.00	1.B.1.a	Realistic	OI	3.00	06/2008	Analyst
11-9141.00	1.B.1.b	Investigative	OI	1.00	06/2008	Analyst
11-9141.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
11-9141.00	1.B.1.d	Social	OI	3.67	06/2008	Analyst
11-9141.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
11-9141.00	1.B.1.f	Conventional	OI	5.67	06/2008	Analyst
11-9141.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
11-9141.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
11-9141.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
11-9151.00	1.B.1.a	Realistic	OI	1.00	06/2008	Analyst
11-9151.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
11-9151.00	1.B.1.c	Artistic	OI	2.67	06/2008	Analyst
11-9151.00	1.B.1.d	Social	OI	6.00	06/2008	Analyst
11-9151.00	1.B.1.e	Enterprising	OI	6.67	06/2008	Analyst
11-9151.00	1.B.1.f	Conventional	OI	3.33	06/2008	Analyst
11-9151.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
11-9151.00	1.B.1.h	Second Interest High-Point	IH	4.00	06/2008	Analyst
11-9151.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
11-9161.00	1.B.1.a	Realistic	OI	3.67	06/2008	Analyst
11-9161.00	1.B.1.b	Investigative	OI	3.00	06/2008	Analyst
11-9161.00	1.B.1.c	Artistic	OI	2.00	06/2008	Analyst
11-9161.00	1.B.1.d	Social	OI	6.33	06/2008	Analyst
11-9161.00	1.B.1.e	Enterprising	OI	5.67	06/2008	Analyst
11-9161.00	1.B.1.f	Conventional	OI	3.67	06/2008	Analyst
11-9161.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
11-9161.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
11-9161.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
11-9199.01	1.B.1.a	Realistic	OI	1.67	06/2009	Analyst
11-9199.01	1.B.1.b	Investigative	OI	2.00	06/2009	Analyst
11-9199.01	1.B.1.c	Artistic	OI	1.67	06/2009	Analyst
11-9199.01	1.B.1.d	Social	OI	3.33	06/2009	Analyst
11-9199.01	1.B.1.e	Enterprising	OI	7.00	06/2009	Analyst
11-9199.01	1.B.1.f	Conventional	OI	5.33	06/2009	Analyst
11-9199.01	1.B.1.g	First Interest High-Point	IH	5.00	06/2009	Analyst
11-9199.01	1.B.1.h	Second Interest High-Point	IH	6.00	06/2009	Analyst
11-9199.01	1.B.1.i	Third Interest High-Point	IH	0.00	06/2009	Analyst
11-9199.02	1.B.1.a	Realistic	OI	3.67	06/2009	Analyst
11-9199.02	1.B.1.b	Investigative	OI	3.67	06/2009	Analyst
11-9199.02	1.B.1.c	Artistic	OI	1.33	06/2009	Analyst
11-9199.02	1.B.1.d	Social	OI	1.67	06/2009	Analyst
11-9199.02	1.B.1.e	Enterprising	OI	5.33	06/2009	Analyst
11-9199.02	1.B.1.f	Conventional	OI	5.67	06/2009	Analyst
11-9199.02	1.B.1.g	First Interest High-Point	IH	6.00	06/2009	Analyst
11-9199.02	1.B.1.h	Second Interest High-Point	IH	5.00	06/2009	Analyst
11-9199.02	1.B.1.i	Third Interest High-Point	IH	1.00	06/2009	Analyst
11-9199.03	1.B.1.a	Realistic	OI	1.00	06/2009	Analyst
11-9199.03	1.B.1.b	Investigative	OI	1.67	06/2009	Analyst
11-9199.03	1.B.1.c	Artistic	OI	1.00	06/2009	Analyst
11-9199.03	1.B.1.d	Social	OI	2.67	06/2009	Analyst
11-9199.03	1.B.1.e	Enterprising	OI	7.00	06/2009	Analyst
11-9199.03	1.B.1.f	Conventional	OI	4.67	06/2009	Analyst
11-9199.03	1.B.1.g	First Interest High-Point	IH	5.00	06/2009	Analyst
11-9199.03	1.B.1.h	Second Interest High-Point	IH	6.00	06/2009	Analyst
11-9199.03	1.B.1.i	Third Interest High-Point	IH	0.00	06/2009	Analyst
11-9199.04	1.B.1.a	Realistic	OI	2.67	06/2009	Analyst
11-9199.04	1.B.1.b	Investigative	OI	2.00	06/2009	Analyst
11-9199.04	1.B.1.c	Artistic	OI	1.67	06/2009	Analyst
11-9199.04	1.B.1.d	Social	OI	2.33	06/2009	Analyst
11-9199.04	1.B.1.e	Enterprising	OI	7.00	06/2009	Analyst
11-9199.04	1.B.1.f	Conventional	OI	4.67	06/2009	Analyst
11-9199.04	1.B.1.g	First Interest High-Point	IH	5.00	06/2009	Analyst
11-9199.04	1.B.1.h	Second Interest High-Point	IH	6.00	06/2009	Analyst
11-9199.04	1.B.1.i	Third Interest High-Point	IH	0.00	06/2009	Analyst
11-9199.07	1.B.1.a	Realistic	OI	3.33	07/2013	Analyst
11-9199.07	1.B.1.b	Investigative	OI	3.00	07/2013	Analyst
11-9199.07	1.B.1.c	Artistic	OI	1.33	07/2013	Analyst
11-9199.07	1.B.1.d	Social	OI	1.33	07/2013	Analyst
11-9199.07	1.B.1.e	Enterprising	OI	7.00	07/2013	Analyst
11-9199.07	1.B.1.f	Conventional	OI	5.00	07/2013	Analyst
11-9199.07	1.B.1.g	First Interest High-Point	IH	5.00	07/2013	Analyst
11-9199.07	1.B.1.h	Second Interest High-Point	IH	6.00	07/2013	Analyst
11-9199.07	1.B.1.i	Third Interest High-Point	IH	0.00	07/2013	Analyst
11-9199.08	1.B.1.a	Realistic	OI	3.67	06/2009	Analyst
11-9199.08	1.B.1.b	Investigative	OI	2.00	06/2009	Analyst
11-9199.08	1.B.1.c	Artistic	OI	1.00	06/2009	Analyst
11-9199.08	1.B.1.d	Social	OI	2.67	06/2009	Analyst
11-9199.08	1.B.1.e	Enterprising	OI	7.00	06/2009	Analyst
11-9199.08	1.B.1.f	Conventional	OI	6.00	06/2009	Analyst
11-9199.08	1.B.1.g	First Interest High-Point	IH	5.00	06/2009	Analyst
11-9199.08	1.B.1.h	Second Interest High-Point	IH	6.00	06/2009	Analyst
11-9199.08	1.B.1.i	Third Interest High-Point	IH	0.00	06/2009	Analyst
11-9199.09	1.B.1.a	Realistic	OI	4.00	07/2013	Analyst
11-9199.09	1.B.1.b	Investigative	OI	3.00	07/2013	Analyst
11-9199.09	1.B.1.c	Artistic	OI	1.67	07/2013	Analyst
11-9199.09	1.B.1.d	Social	OI	1.33	07/2013	Analyst
11-9199.09	1.B.1.e	Enterprising	OI	6.67	07/2013	Analyst
11-9199.09	1.B.1.f	Conventional	OI	5.67	07/2013	Analyst
11-9199.09	1.B.1.g	First Interest High-Point	IH	5.00	07/2013	Analyst
11-9199.09	1.B.1.h	Second Interest High-Point	IH	6.00	07/2013	Analyst
11-9199.09	1.B.1.i	Third Interest High-Point	IH	1.00	07/2013	Analyst
11-9199.10	1.B.1.a	Realistic	OI	2.33	07/2013	Analyst
11-9199.10	1.B.1.b	Investigative	OI	4.33	07/2013	Analyst
11-9199.10	1.B.1.c	Artistic	OI	2.33	07/2013	Analyst
11-9199.10	1.B.1.d	Social	OI	2.00	07/2013	Analyst
11-9199.10	1.B.1.e	Enterprising	OI	7.00	07/2013	Analyst
11-9199.10	1.B.1.f	Conventional	OI	4.67	07/2013	Analyst
11-9199.10	1.B.1.g	First Interest High-Point	IH	5.00	07/2013	Analyst
11-9199.10	1.B.1.h	Second Interest High-Point	IH	6.00	07/2013	Analyst
11-9199.10	1.B.1.i	Third Interest High-Point	IH	2.00	07/2013	Analyst
11-9199.11	1.B.1.a	Realistic	OI	3.00	07/2013	Analyst
11-9199.11	1.B.1.b	Investigative	OI	5.33	07/2013	Analyst
11-9199.11	1.B.1.c	Artistic	OI	2.00	07/2013	Analyst
11-9199.11	1.B.1.d	Social	OI	1.67	07/2013	Analyst
11-9199.11	1.B.1.e	Enterprising	OI	6.67	07/2013	Analyst
11-9199.11	1.B.1.f	Conventional	OI	4.67	07/2013	Analyst
11-9199.11	1.B.1.g	First Interest High-Point	IH	5.00	07/2013	Analyst
11-9199.11	1.B.1.h	Second Interest High-Point	IH	2.00	07/2013	Analyst
11-9199.11	1.B.1.i	Third Interest High-Point	IH	6.00	07/2013	Analyst
13-1011.00	1.B.1.a	Realistic	OI	1.33	06/2008	Analyst
13-1011.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
13-1011.00	1.B.1.c	Artistic	OI	3.00	06/2008	Analyst
13-1011.00	1.B.1.d	Social	OI	4.33	06/2008	Analyst
13-1011.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
13-1011.00	1.B.1.f	Conventional	OI	4.67	06/2008	Analyst
13-1011.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
13-1011.00	1.B.1.h	Second Interest High-Point	IH	4.00	06/2008	Analyst
13-1011.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
13-1021.00	1.B.1.a	Realistic	OI	4.00	06/2008	Analyst
13-1021.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
13-1021.00	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
13-1021.00	1.B.1.d	Social	OI	2.67	06/2008	Analyst
13-1021.00	1.B.1.e	Enterprising	OI	6.33	06/2008	Analyst
13-1021.00	1.B.1.f	Conventional	OI	6.00	06/2008	Analyst
13-1021.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
13-1021.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
13-1021.00	1.B.1.i	Third Interest High-Point	IH	1.00	06/2008	Analyst
13-1022.00	1.B.1.a	Realistic	OI	3.33	06/2008	Analyst
13-1022.00	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
13-1022.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
13-1022.00	1.B.1.d	Social	OI	2.33	06/2008	Analyst
13-1022.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
13-1022.00	1.B.1.f	Conventional	OI	5.67	06/2008	Analyst
13-1022.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
13-1022.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
13-1022.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
13-1023.00	1.B.1.a	Realistic	OI	3.67	06/2008	Analyst
13-1023.00	1.B.1.b	Investigative	OI	2.67	06/2008	Analyst
13-1023.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
13-1023.00	1.B.1.d	Social	OI	2.00	06/2008	Analyst
13-1023.00	1.B.1.e	Enterprising	OI	6.33	06/2008	Analyst
13-1023.00	1.B.1.f	Conventional	OI	6.67	06/2008	Analyst
13-1023.00	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
13-1023.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
13-1023.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
13-1031.01	1.B.1.a	Realistic	OI	2.67	06/2008	Analyst
13-1031.01	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
13-1031.01	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
13-1031.01	1.B.1.d	Social	OI	2.67	06/2008	Analyst
13-1031.01	1.B.1.e	Enterprising	OI	5.33	06/2008	Analyst
13-1031.01	1.B.1.f	Conventional	OI	6.67	06/2008	Analyst
13-1031.01	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
13-1031.01	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
13-1031.01	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
13-1031.02	1.B.1.a	Realistic	OI	2.67	06/2008	Analyst
13-1031.02	1.B.1.b	Investigative	OI	2.67	06/2008	Analyst
13-1031.02	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
13-1031.02	1.B.1.d	Social	OI	2.67	06/2008	Analyst
13-1031.02	1.B.1.e	Enterprising	OI	5.33	06/2008	Analyst
13-1031.02	1.B.1.f	Conventional	OI	6.67	06/2008	Analyst
13-1031.02	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
13-1031.02	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
13-1031.02	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
13-1032.00	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
13-1032.00	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
13-1032.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
13-1032.00	1.B.1.d	Social	OI	2.33	06/2008	Analyst
13-1032.00	1.B.1.e	Enterprising	OI	4.33	06/2008	Analyst
13-1032.00	1.B.1.f	Conventional	OI	6.67	06/2008	Analyst
13-1032.00	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
13-1032.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
13-1032.00	1.B.1.i	Third Interest High-Point	IH	5.00	06/2008	Analyst
13-1041.01	1.B.1.a	Realistic	OI	5.00	06/2008	Analyst
13-1041.01	1.B.1.b	Investigative	OI	6.00	06/2008	Analyst
13-1041.01	1.B.1.c	Artistic	OI	2.00	06/2008	Analyst
13-1041.01	1.B.1.d	Social	OI	2.00	06/2008	Analyst
13-1041.01	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
13-1041.01	1.B.1.f	Conventional	OI	6.00	06/2008	Analyst
13-1041.01	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
13-1041.01	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
13-1041.01	1.B.1.i	Third Interest High-Point	IH	1.00	06/2008	Analyst
13-1041.02	1.B.1.a	Realistic	OI	2.33	06/2008	Analyst
13-1041.02	1.B.1.b	Investigative	OI	1.67	06/2008	Analyst
13-1041.02	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
13-1041.02	1.B.1.d	Social	OI	3.00	06/2008	Analyst
13-1041.02	1.B.1.e	Enterprising	OI	6.00	06/2008	Analyst
13-1041.02	1.B.1.f	Conventional	OI	6.00	06/2008	Analyst
13-1041.02	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
13-1041.02	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
13-1041.02	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
13-1041.03	1.B.1.a	Realistic	OI	1.00	06/2008	Analyst
13-1041.03	1.B.1.b	Investigative	OI	3.00	06/2008	Analyst
13-1041.03	1.B.1.c	Artistic	OI	2.33	06/2008	Analyst
13-1041.03	1.B.1.d	Social	OI	6.33	06/2008	Analyst
13-1041.03	1.B.1.e	Enterprising	OI	6.00	06/2008	Analyst
13-1041.03	1.B.1.f	Conventional	OI	4.33	06/2008	Analyst
13-1041.03	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
13-1041.03	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
13-1041.03	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
13-1041.04	1.B.1.a	Realistic	OI	3.67	06/2008	Analyst
13-1041.04	1.B.1.b	Investigative	OI	3.00	06/2008	Analyst
13-1041.04	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
13-1041.04	1.B.1.d	Social	OI	2.00	06/2008	Analyst
13-1041.04	1.B.1.e	Enterprising	OI	4.33	06/2008	Analyst
13-1041.04	1.B.1.f	Conventional	OI	6.67	06/2008	Analyst
13-1041.04	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
13-1041.04	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
13-1041.04	1.B.1.i	Third Interest High-Point	IH	1.00	06/2008	Analyst
13-1041.06	1.B.1.a	Realistic	OI	5.00	06/2008	Analyst
13-1041.06	1.B.1.b	Investigative	OI	6.67	06/2008	Analyst
13-1041.06	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
13-1041.06	1.B.1.d	Social	OI	2.33	06/2008	Analyst
13-1041.06	1.B.1.e	Enterprising	OI	3.67	06/2008	Analyst
13-1041.06	1.B.1.f	Conventional	OI	5.00	06/2008	Analyst
13-1041.06	1.B.1.g	First Interest High-Point	IH	2.00	06/2008	Analyst
13-1041.06	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
13-1041.06	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
13-1041.07	1.B.1.a	Realistic	OI	1.67	06/2009	Analyst
13-1041.07	1.B.1.b	Investigative	OI	2.00	06/2009	Analyst
13-1041.07	1.B.1.c	Artistic	OI	1.00	06/2009	Analyst
13-1041.07	1.B.1.d	Social	OI	1.33	06/2009	Analyst
13-1041.07	1.B.1.e	Enterprising	OI	5.67	06/2009	Analyst
13-1041.07	1.B.1.f	Conventional	OI	6.33	06/2009	Analyst
13-1041.07	1.B.1.g	First Interest High-Point	IH	6.00	06/2009	Analyst
13-1041.07	1.B.1.h	Second Interest High-Point	IH	5.00	06/2009	Analyst
13-1041.07	1.B.1.i	Third Interest High-Point	IH	0.00	06/2009	Analyst
13-1051.00	1.B.1.a	Realistic	OI	3.00	06/2008	Analyst
13-1051.00	1.B.1.b	Investigative	OI	2.67	06/2008	Analyst
13-1051.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
13-1051.00	1.B.1.d	Social	OI	1.33	06/2008	Analyst
13-1051.00	1.B.1.e	Enterprising	OI	6.00	06/2008	Analyst
13-1051.00	1.B.1.f	Conventional	OI	6.00	06/2008	Analyst
13-1051.00	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
13-1051.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
13-1051.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
13-1071.00	1.B.1.a	Realistic	OI	1.00	07/2013	Analyst
13-1071.00	1.B.1.b	Investigative	OI	2.67	07/2013	Analyst
13-1071.00	1.B.1.c	Artistic	OI	2.67	07/2013	Analyst
13-1071.00	1.B.1.d	Social	OI	4.00	07/2013	Analyst
13-1071.00	1.B.1.e	Enterprising	OI	6.00	07/2013	Analyst
13-1071.00	1.B.1.f	Conventional	OI	4.67	07/2013	Analyst
13-1071.00	1.B.1.g	First Interest High-Point	IH	5.00	07/2013	Analyst
13-1071.00	1.B.1.h	Second Interest High-Point	IH	6.00	07/2013	Analyst
13-1071.00	1.B.1.i	Third Interest High-Point	IH	4.00	07/2013	Analyst
13-1074.00	1.B.1.a	Realistic	OI	3.00	06/2008	Analyst
13-1074.00	1.B.1.b	Investigative	OI	1.00	06/2008	Analyst
13-1074.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
13-1074.00	1.B.1.d	Social	OI	3.00	06/2008	Analyst
13-1074.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
13-1074.00	1.B.1.f	Conventional	OI	2.33	06/2008	Analyst
13-1074.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
13-1074.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
13-1074.00	1.B.1.i	Third Interest High-Point	IH	4.00	06/2008	Analyst
13-1075.00	1.B.1.a	Realistic	OI	1.00	07/2013	Analyst
13-1075.00	1.B.1.b	Investigative	OI	3.00	07/2013	Analyst
13-1075.00	1.B.1.c	Artistic	OI	2.33	07/2013	Analyst
13-1075.00	1.B.1.d	Social	OI	4.33	07/2013	Analyst
13-1075.00	1.B.1.e	Enterprising	OI	6.33	07/2013	Analyst
13-1075.00	1.B.1.f	Conventional	OI	4.67	07/2013	Analyst
13-1075.00	1.B.1.g	First Interest High-Point	IH	5.00	07/2013	Analyst
13-1075.00	1.B.1.h	Second Interest High-Point	IH	6.00	07/2013	Analyst
13-1075.00	1.B.1.i	Third Interest High-Point	IH	4.00	07/2013	Analyst
13-1081.00	1.B.1.a	Realistic	OI	2.33	06/2008	Analyst
13-1081.00	1.B.1.b	Investigative	OI	2.33	06/2008	Analyst
13-1081.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
13-1081.00	1.B.1.d	Social	OI	3.33	06/2008	Analyst
13-1081.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
13-1081.00	1.B.1.f	Conventional	OI	5.67	06/2008	Analyst
13-1081.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
13-1081.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
13-1081.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
13-1081.01	1.B.1.a	Realistic	OI	4.33	06/2009	Analyst
13-1081.01	1.B.1.b	Investigative	OI	7.00	06/2009	Analyst
13-1081.01	1.B.1.c	Artistic	OI	2.33	06/2009	Analyst
13-1081.01	1.B.1.d	Social	OI	1.00	06/2009	Analyst
13-1081.01	1.B.1.e	Enterprising	OI	3.33	06/2009	Analyst
13-1081.01	1.B.1.f	Conventional	OI	5.33	06/2009	Analyst
13-1081.01	1.B.1.g	First Interest High-Point	IH	2.00	06/2009	Analyst
13-1081.01	1.B.1.h	Second Interest High-Point	IH	6.00	06/2009	Analyst
13-1081.01	1.B.1.i	Third Interest High-Point	IH	1.00	06/2009	Analyst
13-1081.02	1.B.1.a	Realistic	OI	2.67	06/2009	Analyst
13-1081.02	1.B.1.b	Investigative	OI	3.33	06/2009	Analyst
13-1081.02	1.B.1.c	Artistic	OI	1.33	06/2009	Analyst
13-1081.02	1.B.1.d	Social	OI	1.33	06/2009	Analyst
13-1081.02	1.B.1.e	Enterprising	OI	4.33	06/2009	Analyst
13-1081.02	1.B.1.f	Conventional	OI	6.00	06/2009	Analyst
13-1081.02	1.B.1.g	First Interest High-Point	IH	6.00	06/2009	Analyst
13-1081.02	1.B.1.h	Second Interest High-Point	IH	5.00	06/2009	Analyst
13-1081.02	1.B.1.i	Third Interest High-Point	IH	2.00	06/2009	Analyst
13-1111.00	1.B.1.a	Realistic	OI	1.33	06/2008	Analyst
13-1111.00	1.B.1.b	Investigative	OI	6.33	06/2008	Analyst
13-1111.00	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
13-1111.00	1.B.1.d	Social	OI	2.33	06/2008	Analyst
13-1111.00	1.B.1.e	Enterprising	OI	6.00	06/2008	Analyst
13-1111.00	1.B.1.f	Conventional	OI	4.33	06/2008	Analyst
13-1111.00	1.B.1.g	First Interest High-Point	IH	2.00	06/2008	Analyst
13-1111.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
13-1111.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
13-1121.00	1.B.1.a	Realistic	OI	1.67	06/2008	Analyst
13-1121.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
13-1121.00	1.B.1.c	Artistic	OI	2.33	06/2008	Analyst
13-1121.00	1.B.1.d	Social	OI	4.33	06/2008	Analyst
13-1121.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
