O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
11-3051.04	1.C.3.c	Social Orientation	IM	3.56	49	0.33	2.89	4.23	N	07/2012	Incumbent
11-3051.04	1.C.4.a	Self Control	IM	3.92	49	0.22	3.48	4.35	N	07/2012	Incumbent
11-3051.04	1.C.4.b	Stress Tolerance	IM	4.40	49	0.22	3.95	4.84	N	07/2012	Incumbent
11-3051.04	1.C.4.c	Adaptability/Flexibility	IM	4.42	49	0.25	3.91	4.93	N	07/2012	Incumbent
11-3051.04	1.C.5.a	Dependability	IM	4.54	49	0.16	4.21	4.86	N	07/2012	Incumbent
11-3051.04	1.C.5.b	Attention to Detail	IM	4.51	49	0.13	4.25	4.77	N	07/2012	Incumbent
11-3051.04	1.C.5.c	Integrity	IM	4.72	48	0.13	4.46	4.99	N	07/2012	Incumbent
11-3051.04	1.C.6	Independence	IM	3.89	48	0.22	3.46	4.33	N	07/2012	Incumbent
11-3051.04	1.C.7.a	Innovation	IM	4.08	47	0.22	3.65	4.52	N	07/2012	Incumbent
11-3051.04	1.C.7.b	Analytical Thinking	IM	4.22	48	0.29	3.63	4.80	N	07/2012	Incumbent
11-3051.06	1.C.1.a	Achievement/Effort	IM	3.81	29	0.16	3.49	4.13	N	07/2016	Incumbent
11-3051.06	1.C.1.b	Persistence	IM	3.89	29	0.18	3.52	4.26	N	07/2016	Incumbent
11-3051.06	1.C.1.c	Initiative	IM	4.13	29	0.13	3.86	4.40	N	07/2016	Incumbent
11-3051.06	1.C.2.b	Leadership	IM	4.53	29	0.12	4.29	4.78	N	07/2016	Incumbent
11-3051.06	1.C.3.a	Cooperation	IM	4.20	27	0.10	4.00	4.41	N	07/2016	Incumbent
11-3051.06	1.C.3.b	Concern for Others	IM	3.58	27	0.17	3.22	3.94	N	07/2016	Incumbent
11-3051.06	1.C.3.c	Social Orientation	IM	3.12	27	0.18	2.76	3.48	N	07/2016	Incumbent
11-3051.06	1.C.4.a	Self Control	IM	4.02	27	0.15	3.72	4.32	N	07/2016	Incumbent
11-3051.06	1.C.4.b	Stress Tolerance	IM	4.12	27	0.15	3.80	4.43	N	07/2016	Incumbent
11-3051.06	1.C.4.c	Adaptability/Flexibility	IM	3.79	26	0.15	3.48	4.11	N	07/2016	Incumbent
11-3051.06	1.C.5.a	Dependability	IM	4.53	27	0.09	4.35	4.71	N	07/2016	Incumbent
11-3051.06	1.C.5.b	Attention to Detail	IM	4.47	27	0.09	4.29	4.65	N	07/2016	Incumbent
11-3051.06	1.C.5.c	Integrity	IM	4.34	29	0.12	4.09	4.59	N	07/2016	Incumbent
11-3051.06	1.C.6	Independence	IM	4.19	29	0.11	3.97	4.42	N	07/2016	Incumbent
11-3051.06	1.C.7.a	Innovation	IM	3.68	29	0.16	3.34	4.01	N	07/2016	Incumbent
11-3051.06	1.C.7.b	Analytical Thinking	IM	4.19	29	0.11	3.97	4.41	N	07/2016	Incumbent
11-3061.00	1.C.1.a	Achievement/Effort	IM	3.95	20	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3061.00	1.C.1.b	Persistence	IM	4.00	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3061.00	1.C.1.c	Initiative	IM	4.19	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3061.00	1.C.2.b	Leadership	IM	4.33	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3061.00	1.C.3.a	Cooperation	IM	4.33	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3061.00	1.C.3.b	Concern for Others	IM	3.81	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3061.00	1.C.3.c	Social Orientation	IM	3.43	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3061.00	1.C.4.a	Self Control	IM	4.24	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3061.00	1.C.4.b	Stress Tolerance	IM	4.05	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3061.00	1.C.4.c	Adaptability/Flexibility	IM	4.05	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3061.00	1.C.5.a	Dependability	IM	4.25	20	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3061.00	1.C.5.b	Attention to Detail	IM	4.38	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3061.00	1.C.5.c	Integrity	IM	4.81	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3061.00	1.C.6	Independence	IM	4.00	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3061.00	1.C.7.a	Innovation	IM	3.67	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3061.00	1.C.7.b	Analytical Thinking	IM	4.29	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3071.01	1.C.1.a	Achievement/Effort	IM	3.94	35	0.15	3.65	4.24	N	07/2014	Incumbent
11-3071.01	1.C.1.b	Persistence	IM	4.26	35	0.11	4.03	4.48	N	07/2014	Incumbent
11-3071.01	1.C.1.c	Initiative	IM	4.18	35	0.16	3.85	4.50	N	07/2014	Incumbent
11-3071.01	1.C.2.b	Leadership	IM	4.52	35	0.14	4.25	4.80	N	07/2014	Incumbent
11-3071.01	1.C.3.a	Cooperation	IM	4.43	35	0.14	4.14	4.71	N	07/2014	Incumbent
11-3071.01	1.C.3.b	Concern for Others	IM	4.02	35	0.19	3.64	4.41	N	07/2014	Incumbent
11-3071.01	1.C.3.c	Social Orientation	IM	3.96	35	0.15	3.66	4.25	N	07/2014	Incumbent
11-3071.01	1.C.4.a	Self Control	IM	4.43	34	0.17	4.09	4.76	N	07/2014	Incumbent
11-3071.01	1.C.4.b	Stress Tolerance	IM	4.54	35	0.15	4.23	4.84	N	07/2014	Incumbent
11-3071.01	1.C.4.c	Adaptability/Flexibility	IM	4.12	35	0.20	3.71	4.52	N	07/2014	Incumbent
11-3071.01	1.C.5.a	Dependability	IM	4.58	35	0.12	4.35	4.82	N	07/2014	Incumbent
11-3071.01	1.C.5.b	Attention to Detail	IM	4.27	35	0.15	3.96	4.59	N	07/2014	Incumbent
11-3071.01	1.C.5.c	Integrity	IM	4.39	34	0.16	4.07	4.72	N	07/2014	Incumbent
11-3071.01	1.C.6	Independence	IM	3.87	34	0.16	3.55	4.19	N	07/2014	Incumbent
11-3071.01	1.C.7.a	Innovation	IM	3.67	34	0.19	3.29	4.06	N	07/2014	Incumbent
11-3071.01	1.C.7.b	Analytical Thinking	IM	3.82	34	0.17	3.48	4.15	N	07/2014	Incumbent
11-3071.02	1.C.1.a	Achievement/Effort	IM	3.88	24	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.02	1.C.1.b	Persistence	IM	4.04	23	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.02	1.C.1.c	Initiative	IM	4.21	24	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.02	1.C.2.b	Leadership	IM	4.38	24	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.02	1.C.3.a	Cooperation	IM	4.25	24	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.02	1.C.3.b	Concern for Others	IM	3.58	24	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.02	1.C.3.c	Social Orientation	IM	3.46	24	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.02	1.C.4.a	Self Control	IM	4.21	24	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.02	1.C.4.b	Stress Tolerance	IM	4.33	24	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.02	1.C.4.c	Adaptability/Flexibility	IM	4.25	24	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.02	1.C.5.a	Dependability	IM	4.58	24	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.02	1.C.5.b	Attention to Detail	IM	4.46	24	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.02	1.C.5.c	Integrity	IM	4.58	24	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.02	1.C.6	Independence	IM	4.04	24	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.02	1.C.7.a	Innovation	IM	3.88	24	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.02	1.C.7.b	Analytical Thinking	IM	4.17	24	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.1.a	Achievement/Effort	IM	3.87	30	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.1.b	Persistence	IM	3.90	30	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.1.c	Initiative	IM	4.23	30	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.2.b	Leadership	IM	4.34	29	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.3.a	Cooperation	IM	4.07	30	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.3.b	Concern for Others	IM	3.52	29	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.3.c	Social Orientation	IM	3.17	30	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.4.a	Self Control	IM	4.10	30	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.4.b	Stress Tolerance	IM	4.33	30	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.4.c	Adaptability/Flexibility	IM	4.27	30	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.5.a	Dependability	IM	4.47	30	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.5.b	Attention to Detail	IM	4.10	30	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.5.c	Integrity	IM	4.53	30	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.6	Independence	IM	3.50	30	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.7.a	Innovation	IM	3.67	30	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3071.03	1.C.7.b	Analytical Thinking	IM	4.23	30	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.1.a	Achievement/Effort	IM	3.86	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.1.b	Persistence	IM	3.86	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.1.c	Initiative	IM	4.14	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.2.b	Leadership	IM	3.95	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.3.a	Cooperation	IM	3.95	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.3.b	Concern for Others	IM	3.90	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.3.c	Social Orientation	IM	3.43	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.4.a	Self Control	IM	4.14	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.4.b	Stress Tolerance	IM	4.00	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.4.c	Adaptability/Flexibility	IM	3.86	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.5.a	Dependability	IM	4.38	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.5.b	Attention to Detail	IM	4.71	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.5.c	Integrity	IM	4.86	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.6	Independence	IM	3.38	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.7.a	Innovation	IM	3.62	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3111.00	1.C.7.b	Analytical Thinking	IM	4.57	21	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3121.00	1.C.1.a	Achievement/Effort	IM	4.08	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3121.00	1.C.1.b	Persistence	IM	4.38	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3121.00	1.C.1.c	Initiative	IM	4.54	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3121.00	1.C.2.b	Leadership	IM	4.62	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3121.00	1.C.3.a	Cooperation	IM	4.54	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3121.00	1.C.3.b	Concern for Others	IM	4.38	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3121.00	1.C.3.c	Social Orientation	IM	3.92	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3121.00	1.C.4.a	Self Control	IM	4.71	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3121.00	1.C.4.b	Stress Tolerance	IM	4.50	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3121.00	1.C.4.c	Adaptability/Flexibility	IM	4.33	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3121.00	1.C.5.a	Dependability	IM	4.58	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3121.00	1.C.5.b	Attention to Detail	IM	4.08	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3121.00	1.C.5.c	Integrity	IM	4.88	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3121.00	1.C.6	Independence	IM	3.79	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3121.00	1.C.7.a	Innovation	IM	3.58	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3121.00	1.C.7.b	Analytical Thinking	IM	4.12	24	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
11-3131.00	1.C.1.a	Achievement/Effort	IM	4.22	27	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3131.00	1.C.1.b	Persistence	IM	4.11	27	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3131.00	1.C.1.c	Initiative	IM	4.59	27	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3131.00	1.C.2.b	Leadership	IM	4.63	27	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3131.00	1.C.3.a	Cooperation	IM	4.37	27	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3131.00	1.C.3.b	Concern for Others	IM	4.15	26	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3131.00	1.C.3.c	Social Orientation	IM	4.19	27	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3131.00	1.C.4.a	Self Control	IM	4.41	27	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3131.00	1.C.4.b	Stress Tolerance	IM	4.19	27	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3131.00	1.C.4.c	Adaptability/Flexibility	IM	4.52	27	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3131.00	1.C.5.a	Dependability	IM	4.56	27	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3131.00	1.C.5.b	Attention to Detail	IM	4.19	27	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3131.00	1.C.5.c	Integrity	IM	4.67	27	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3131.00	1.C.6	Independence	IM	3.65	26	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3131.00	1.C.7.a	Innovation	IM	3.67	27	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-3131.00	1.C.7.b	Analytical Thinking	IM	3.89	27	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
11-9013.01	1.C.1.a	Achievement/Effort	IM	4.21	24	0.15	3.91	4.51	N	06/2007	Incumbent
11-9013.01	1.C.1.b	Persistence	IM	4.17	24	0.11	3.94	4.39	N	06/2007	Incumbent
11-9013.01	1.C.1.c	Initiative	IM	4.38	24	0.15	4.06	4.70	N	06/2007	Incumbent
11-9013.01	1.C.2.b	Leadership	IM	4.69	24	0.13	4.43	4.96	N	06/2007	Incumbent
11-9013.01	1.C.3.a	Cooperation	IM	4.33	24	0.18	3.96	4.71	N	06/2007	Incumbent
11-9013.01	1.C.3.b	Concern for Others	IM	3.74	24	0.18	3.37	4.11	N	06/2007	Incumbent
11-9013.01	1.C.3.c	Social Orientation	IM	3.81	24	0.25	3.28	4.33	N	06/2007	Incumbent
11-9013.01	1.C.4.a	Self Control	IM	4.41	24	0.18	4.04	4.78	N	06/2007	Incumbent
11-9013.01	1.C.4.b	Stress Tolerance	IM	4.09	24	0.12	3.85	4.34	N	06/2007	Incumbent
11-9013.01	1.C.4.c	Adaptability/Flexibility	IM	4.12	24	0.31	3.48	4.75	N	06/2007	Incumbent
11-9013.01	1.C.5.a	Dependability	IM	4.75	24	0.12	4.51	5.00	N	06/2007	Incumbent
11-9013.01	1.C.5.b	Attention to Detail	IM	4.15	24	0.25	3.63	4.67	N	06/2007	Incumbent
11-9013.01	1.C.5.c	Integrity	IM	4.30	24	0.21	3.86	4.73	N	06/2007	Incumbent
11-9013.01	1.C.6	Independence	IM	3.85	24	0.38	3.07	4.63	N	06/2007	Incumbent
11-9013.01	1.C.7.a	Innovation	IM	3.92	24	0.16	3.58	4.26	N	06/2007	Incumbent
11-9013.01	1.C.7.b	Analytical Thinking	IM	4.41	24	0.18	4.03	4.79	N	06/2007	Incumbent
11-9013.02	1.C.1.a	Achievement/Effort	IM	3.91	22	0.20	3.50	4.32	N	07/2014	Incumbent
11-9013.02	1.C.1.b	Persistence	IM	4.01	22	0.36	3.26	4.76	N	07/2014	Incumbent
11-9013.02	1.C.1.c	Initiative	IM	4.10	22	0.27	3.53	4.66	N	07/2014	Incumbent
11-9013.02	1.C.2.b	Leadership	IM	3.70	22	0.44	2.78	4.62	N	07/2014	Incumbent
11-9013.02	1.C.3.a	Cooperation	IM	3.51	23	0.32	2.84	4.18	N	07/2014	Incumbent
11-9013.02	1.C.3.b	Concern for Others	IM	3.64	23	0.34	2.92	4.35	N	07/2014	Incumbent
11-9013.02	1.C.3.c	Social Orientation	IM	2.70	23	0.34	2.00	3.40	N	07/2014	Incumbent
11-9013.02	1.C.4.a	Self Control	IM	3.21	23	0.28	2.62	3.79	N	07/2014	Incumbent
11-9013.02	1.C.4.b	Stress Tolerance	IM	3.36	23	0.31	2.72	4.01	N	07/2014	Incumbent
11-9013.02	1.C.4.c	Adaptability/Flexibility	IM	3.77	23	0.15	3.46	4.07	N	07/2014	Incumbent
11-9013.02	1.C.5.a	Dependability	IM	4.20	23	0.21	3.78	4.63	N	07/2014	Incumbent
11-9013.02	1.C.5.b	Attention to Detail	IM	4.08	23	0.28	3.50	4.66	N	07/2014	Incumbent
11-9013.02	1.C.5.c	Integrity	IM	4.36	24	0.23	3.89	4.84	N	07/2014	Incumbent
11-9013.02	1.C.6	Independence	IM	4.27	24	0.21	3.84	4.70	N	07/2014	Incumbent
11-9013.02	1.C.7.a	Innovation	IM	4.06	24	0.21	3.62	4.50	N	07/2014	Incumbent
11-9013.02	1.C.7.b	Analytical Thinking	IM	3.64	24	0.32	2.98	4.31	N	07/2014	Incumbent
11-9013.03	1.C.1.a	Achievement/Effort	IM	3.80	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9013.03	1.C.1.b	Persistence	IM	4.05	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9013.03	1.C.1.c	Initiative	IM	4.15	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9013.03	1.C.2.b	Leadership	IM	4.15	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9013.03	1.C.3.a	Cooperation	IM	4.20	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9013.03	1.C.3.b	Concern for Others	IM	3.70	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9013.03	1.C.3.c	Social Orientation	IM	3.10	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9013.03	1.C.4.a	Self Control	IM	4.20	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9013.03	1.C.4.b	Stress Tolerance	IM	3.80	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9013.03	1.C.4.c	Adaptability/Flexibility	IM	4.05	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9013.03	1.C.5.a	Dependability	IM	4.65	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9013.03	1.C.5.b	Attention to Detail	IM	4.30	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9013.03	1.C.5.c	Integrity	IM	4.50	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9013.03	1.C.6	Independence	IM	3.70	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9013.03	1.C.7.a	Innovation	IM	3.95	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9013.03	1.C.7.b	Analytical Thinking	IM	3.90	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-9021.00	1.C.1.a	Achievement/Effort	IM	3.84	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9021.00	1.C.1.b	Persistence	IM	4.24	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9021.00	1.C.1.c	Initiative	IM	4.36	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9021.00	1.C.2.b	Leadership	IM	4.48	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9021.00	1.C.3.a	Cooperation	IM	4.28	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9021.00	1.C.3.b	Concern for Others	IM	3.68	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9021.00	1.C.3.c	Social Orientation	IM	3.48	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9021.00	1.C.4.a	Self Control	IM	4.24	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9021.00	1.C.4.b	Stress Tolerance	IM	4.16	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9021.00	1.C.4.c	Adaptability/Flexibility	IM	4.00	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9021.00	1.C.5.a	Dependability	IM	4.32	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9021.00	1.C.5.b	Attention to Detail	IM	4.32	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9021.00	1.C.5.c	Integrity	IM	4.64	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9021.00	1.C.6	Independence	IM	3.68	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9021.00	1.C.7.a	Innovation	IM	3.16	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9021.00	1.C.7.b	Analytical Thinking	IM	3.92	25	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
11-9031.00	1.C.1.a	Achievement/Effort	IM	3.60	27	0.21	3.17	4.02	N	08/2018	Incumbent
11-9031.00	1.C.1.b	Persistence	IM	3.61	27	0.26	3.08	4.15	N	08/2018	Incumbent
11-9031.00	1.C.1.c	Initiative	IM	3.98	27	0.28	3.40	4.56	N	08/2018	Incumbent
11-9031.00	1.C.2.b	Leadership	IM	4.35	27	0.15	4.04	4.65	N	08/2018	Incumbent
11-9031.00	1.C.3.a	Cooperation	IM	4.33	26	0.12	4.08	4.58	N	08/2018	Incumbent
11-9031.00	1.C.3.b	Concern for Others	IM	4.37	27	0.13	4.10	4.63	N	08/2018	Incumbent
11-9031.00	1.C.3.c	Social Orientation	IM	3.84	27	0.28	3.26	4.42	N	08/2018	Incumbent
11-9031.00	1.C.4.a	Self Control	IM	4.50	27	0.16	4.18	4.82	N	08/2018	Incumbent
11-9031.00	1.C.4.b	Stress Tolerance	IM	4.71	27	0.12	4.47	4.95	N	08/2018	Incumbent
11-9031.00	1.C.4.c	Adaptability/Flexibility	IM	4.48	27	0.16	4.15	4.82	N	08/2018	Incumbent
11-9031.00	1.C.5.a	Dependability	IM	4.91	27	0.07	4.77	5.00	N	08/2018	Incumbent
11-9031.00	1.C.5.b	Attention to Detail	IM	4.39	27	0.26	3.86	4.91	N	08/2018	Incumbent
11-9031.00	1.C.5.c	Integrity	IM	4.69	27	0.18	4.32	5.00	N	08/2018	Incumbent
11-9031.00	1.C.6	Independence	IM	4.44	27	0.22	3.99	4.89	N	08/2018	Incumbent
11-9031.00	1.C.7.a	Innovation	IM	3.97	27	0.17	3.63	4.31	N	08/2018	Incumbent
11-9031.00	1.C.7.b	Analytical Thinking	IM	3.56	27	0.24	3.06	4.06	N	08/2018	Incumbent
11-9032.00	1.C.1.a	Achievement/Effort	IM	4.14	26	0.18	3.77	4.52	N	08/2018	Incumbent
11-9032.00	1.C.1.b	Persistence	IM	4.29	26	0.17	3.93	4.64	N	08/2018	Incumbent
11-9032.00	1.C.1.c	Initiative	IM	4.54	26	0.19	4.15	4.93	N	08/2018	Incumbent
11-9032.00	1.C.2.b	Leadership	IM	4.75	26	0.12	4.50	5.00	N	08/2018	Incumbent
11-9032.00	1.C.3.a	Cooperation	IM	4.37	26	0.16	4.04	4.70	N	08/2018	Incumbent
11-9032.00	1.C.3.b	Concern for Others	IM	4.43	26	0.19	4.05	4.81	N	08/2018	Incumbent
11-9032.00	1.C.3.c	Social Orientation	IM	3.97	26	0.34	3.27	4.66	N	08/2018	Incumbent
11-9032.00	1.C.4.a	Self Control	IM	4.55	26	0.14	4.27	4.83	N	08/2018	Incumbent
11-9032.00	1.C.4.b	Stress Tolerance	IM	4.20	26	0.19	3.81	4.59	N	08/2018	Incumbent
11-9032.00	1.C.4.c	Adaptability/Flexibility	IM	4.32	26	0.18	3.95	4.69	N	08/2018	Incumbent
11-9032.00	1.C.5.a	Dependability	IM	4.75	26	0.11	4.52	4.98	N	08/2018	Incumbent
11-9032.00	1.C.5.b	Attention to Detail	IM	4.12	26	0.21	3.68	4.57	N	08/2018	Incumbent
11-9032.00	1.C.5.c	Integrity	IM	4.87	26	0.09	4.68	5.00	N	08/2018	Incumbent
11-9032.00	1.C.6	Independence	IM	4.33	26	0.25	3.82	4.83	N	08/2018	Incumbent
11-9032.00	1.C.7.a	Innovation	IM	4.17	26	0.20	3.77	4.58	N	08/2018	Incumbent
11-9032.00	1.C.7.b	Analytical Thinking	IM	4.38	26	0.21	3.95	4.81	N	08/2018	Incumbent
11-9033.00	1.C.1.a	Achievement/Effort	IM	4.41	40	0.10	4.22	4.61	N	08/2018	Incumbent
11-9033.00	1.C.1.b	Persistence	IM	4.41	40	0.11	4.19	4.63	N	08/2018	Incumbent
11-9033.00	1.C.1.c	Initiative	IM	4.63	40	0.10	4.43	4.83	N	08/2018	Incumbent
11-9033.00	1.C.2.b	Leadership	IM	4.58	40	0.13	4.31	4.85	N	08/2018	Incumbent
11-9033.00	1.C.3.a	Cooperation	IM	4.51	40	0.10	4.31	4.71	N	08/2018	Incumbent
11-9033.00	1.C.3.b	Concern for Others	IM	4.28	40	0.14	3.99	4.57	N	08/2018	Incumbent
11-9033.00	1.C.3.c	Social Orientation	IM	3.99	40	0.21	3.57	4.40	N	08/2018	Incumbent
