NASA Class Code,NASA Specialty Title,NCC,OPM Series Title,OPMSeries,OPM,NCC GRP NUM,NCC Group,Skill Mix Group,OPM SERIES NUMBER,OPM SERIES TITLE ,SUPERVISORY FEDERAL SECTOR JOB GROUP,NON-SUPERVISORY FEDERAL SECTOR JOB GROUP,2010 SOC CODE,2010 EEO TABULATION (CENSUS) CODE,2010 EEO TABULATION (CENSUS) OCCUPATION TITLE,
315-11,Facility Services Assistant,315-11 Facility Services Assistant,Facility Services Assistant,GS-1603,GS-1603 Facility Services Assistant,315,Misc Tech,TECH,1603,EQUIPMENT FACILITIES & SERVICES ASSISTANCE,1,5,43-9XXX,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS",
315-12,Printing Services Assistant,315-12 Printing Services Assistant,Printing Services Assistant,GS-1603,GS-1603 Printing Services Assistant,315,Misc Tech,TECH,1603,EQUIPMENT FACILITIES & SERVICES ASSISTANCE,1,5,43-9XXX,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS",
511-01,Printing Services Assistant,511-01 Printing Services Assistant,Printing Services Assistant,GS-1603-0,GS-1603-0 Printing Services Assistant,511,Specialized Admin Clerical,CLERICAL,1603,EQUIPMENT FACILITIES & SERVICES ASSISTANCE,1,5,43-9XXX,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS",
690-03,Facility Operations Specialist,690-03 Facility Operations Specialist,Facility Operations Specialist,GS-1640-0,GS-1640-0 Facility Operations Specialist,690,"Equipment, Facilities, and Services",PROF ADMIN,1640,FACILITY OPERATIONS,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",
690-04,Printing Services Specialist,690-04 Printing Services Specialist,Printing Services Specialist,GS-1654-0,GS-1654-0 Printing Services Specialist,690,"Equipment, Facilities, and Services",PROF ADMIN,1654,PRINTING SERVICES,1,2,Nov-11,100,ADMINISTRATIVE SERVICES MANAGERS,
690-05,Printing Officer,690-05 Printing Officer,Printing Officer,GS-1654-0,GS-1654-0 Printing Officer,690,"Equipment, Facilities, and Services",PROF ADMIN,1654,PRINTING SERVICES,1,2,Nov-11,100,ADMINISTRATIVE SERVICES MANAGERS,
699-14,Food Services Specialist,699-14 Food Services Specialist,Food Services Specialist,GS-1667-0,GS-1667-0 Food Services Specialist,699,Misc Specialty,PROF ADMIN,1667,FOOD SERVICES,1,9,35-1012,4010,FIRST-LINE SUPERVISORS OF FOOD PREPARATION & SERVING WORKERS,
690-06,Equipment Specialist,690-06 Equipment Specialist,Equipment Specialist,GS-1670-0,GS-1670-0 Equipment Specialist,690,"Equipment, Facilities, and Services",PROF ADMIN,1670,EQUIPMENT SERVICES ,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",
540-15,"Student Trainee (Equipment, Facilities, and Services)","540-15 Student Trainee (Equipment, Facilities, and Services)","Student Trainee (Equipment, Facilities, and Services)",GS-1699-0,"GS-1699-0 Student Trainee (Equipment, Facilities, and Services)",540,Student Trainee Admin,CLERICAL,1699,"EQUIPMENT, FACILITIES, & SERVICES STUDENT TRAINEE",1,5*,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
699-95,Student Trainee (Facilities Management),699-95 Student Trainee (Facilities Management),Student Trainee (Facilities Management),GS-1699-0,GS-1699-0 Student Trainee (Facilities Management),699,Misc Specialty,PROF ADMIN,1699,"EQUIPMENT, FACILITIES, & SERVICES STUDENT TRAINEE",1,5*,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
666-01,Education and Training Specialist,666-01 Education and Training Specialist,Education and Training Specialist,GS-1701-0,GS-1701-0 Education and Training Specialist,666,Education,PROF ADMIN,1701,GENERAL EDUCATION & TRAINING,1,2,25-3000,2340,OTHER TEACHERS & INSTRUCTORS,
666-02,Education Specialist,666-02 Education Specialist,Education Specialist,GS-1701-0,GS-1701-0 Education Specialist,666,Education,PROF ADMIN,1701,GENERAL EDUCATION & TRAINING,1,2,25-3000,2340,OTHER TEACHERS & INSTRUCTORS,
666-04,Education and Training Officer,666-04 Education and Training Officer,Education and Training Officer,GS-1701-0,GS-1701-0 Education and Training Officer,666,Education,PROF ADMIN,1701,GENERAL EDUCATION & TRAINING,1,2,25-3000,2340,OTHER TEACHERS & INSTRUCTORS,
509-11,Educational and Training Technician,509-11 Educational and Training Technician,Educational and Training Technician,GS-1702-0,GS-1702-0 Educational and Training Technician,509,Human Resources and Education Assistant,CLERICAL,1702,EDUCATION & TRAINING TECHNICIANS,1,2,25-90XX,2550,"OTHER EDUCATION, TRAINING & LIBRARY WORKERS",
667-01,Training Specialist,667-01 Training Specialist,Training Specialist,GS-1712-0,GS-1712-0 Training Specialist,667,Education,PROF ADMIN,1712,TRAINING INSTRUCTION,1,2,25-3000,2340,OTHER TEACHERS & INSTRUCTORS,
666-03,Education Program Specialist,666-03 Education Program Specialist,Education Program Specialist,GS-1720-0,GS-1720-0 Education Program Specialist,666,Education,PROF ADMIN,1720,EDUCATIONAL PROGRAM,1,2,25-90XX,2550,"OTHER EDUCATION, TRAINING & LIBRARY WORKERS",
667-02,Instructional Systems Specialist,667-02 Instructional Systems Specialist,Instructional Systems Specialist,GS-1750-0,GS-1750-0 Instructional Systems Specialist,667,Education,PROF ADMIN,1750,INSTRUCTIONAL SYSTEMS,1,2,25-90XX,2550,"OTHER EDUCATION, TRAINING & LIBRARY WORKERS",
540-16,Student Trainee (Education),540-16 Student Trainee (Education),Student Trainee (Education),GS-1799-0,GS-1799-0 Student Trainee (Education),540,Student Trainee Admin,CLERICAL,1799,EDUCATION STUDENT TRAINEE,1,5*,25-3000,2340,OTHER TEACHERS & INSTRUCTORS,
699-96,Student Trainee (Education),699-96 Student Trainee (Education),Student Trainee (Education),GS-1799-0,GS-1799-0 Student Trainee (Education),699,Misc Specialty,PROF ADMIN,1799,EDUCATION STUDENT TRAINEE,1,5*,25-3000,2340,OTHER TEACHERS & INSTRUCTORS,
709-42,Human Performance Studies,709-42 Human Performance Studies,Psychologist,GS-180,GS-180 Psychologist,709,Life Sciences and Systems,S&E,180,PSYCHOLOGY ,1,2,19-3030,1820,PSYCHOLOGISTS,
676-03,"Inspection, Investigation,  Enforcement and Compliance Specialist","676-03  Inspection, Investigation,  Enforcement and Compliance Specialist","Inspection, Investigation,  Enforcement and Compliance Specialist",GS-1801,"GS-1801  Inspection, Investigation,  Enforcement and Compliance Specialist",676,Security and Investigation,PROF ADMIN,1801,"GENERAL INSPECTION, INVESTIGATION, ENFORCEMENT, & COMPLIANCE",1,2,13-1041,565,COMPLIANCE OFFICERS,
336-01,"Compliance, Inspection, and Support Technician","336-01 Compliance, Inspection, and Support Technician","Compliance, Inspection, and Support Technician",GS-1802,"GS-1802 Compliance, Inspection, and Support Technician",336,Misc Tech,TECH,1802,COMPLIANCE INSPECTION & SUPPORT,1,2,13-1041,565,COMPLIANCE OFFICERS,
676-01,Investigator,676-01 Investigator,Investigator,GS-1810-0,GS-1810-0 Investigator,676,Security and Investigation,PROF ADMIN,1810,GENERAL INVESTIGATING,1,9,33-3021,3820,DETECTIVES & CRIMINAL INVESTIGATORS,
676-02,Criminal Investigator,676-02 Criminal Investigator,Criminal Investigator,GS-1811-0,GS-1811-0 Criminal Investigator,676,Security and Investigation,PROF ADMIN,1811,CRIMINAL INVESTIGATING,1,9,33-3021,3820,DETECTIVES & CRIMINAL INVESTIGATORS,
674-03,Aviation Safety Inspector,674-03 Aviation Safety Inspector,Aviation Safety Inspector,GS-1825-0,GS-1825-0 Aviation Safety Inspector,674,Safety,PROF ADMIN,1825,AVIATION SAFETY,1,3*,53-6051,9410,TRANSPORTATION INSPECTORS,
540-17,Student Trainee (Investigation),540-17 Student Trainee (Investigation),Student Trainee (Investigation),GS-1899-0,GS-1899-0 Student Trainee (Investigation),540,Student Trainee Admin,CLERICAL,1899,INVESTIGATION STUDENT TRAINEE,1,5,13-1041,565,COMPLIANCE OFFICERS,
648-01,Quality Assurance Specialist,648-01 Quality Assurance Specialist,Quality Assurance Specialist,GS-1910-0,GS-1910-0 Quality Assurance Specialist,648,Quality Assurance,PROF ADMIN,1910,QUALITY ASSURANCE ,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
648-02,Quality Assurance Specialist (Aerospace),648-02 Quality Assurance Specialist (Aerospace),Quality Assurance Specialist (Aerospace),GS-1910-0,GS-1910-0 Quality Assurance Specialist (Aerospace),648,Quality Assurance,PROF ADMIN,1910,QUALITY ASSURANCE ,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
648-03,Quality Assurance Specialist (Electrical),648-03 Quality Assurance Specialist (Electrical),Quality Assurance Specialist (Electrical),GS-1910-0,GS-1910-0 Quality Assurance Specialist (Electrical),648,Quality Assurance,PROF ADMIN,1910,QUALITY ASSURANCE ,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
648-04,Quality Assurance Specialist (Electronics),648-04 Quality Assurance Specialist (Electronics),Quality Assurance Specialist (Electronics),GS-1910-0,GS-1910-0 Quality Assurance Specialist (Electronics),648,Quality Assurance,PROF ADMIN,1910,QUALITY ASSURANCE ,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
648-05,Quality Assurance Specialist (Mechanical),648-05 Quality Assurance Specialist (Mechanical),Quality Assurance Specialist (Mechanical),GS-1910-0,GS-1910-0 Quality Assurance Specialist (Mechanical),648,Quality Assurance,PROF ADMIN,1910,QUALITY ASSURANCE ,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
648-06,Quality Assurance Specialist (Materials and Processes),648-06 Quality Assurance Specialist (Materials and Processes),Quality Assurance Specialist (Materials and Processes),GS-1910-0,GS-1910-0 Quality Assurance Specialist (Materials and Processes),648,Quality Assurance,PROF ADMIN,1910,QUALITY ASSURANCE ,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
648-07,Quality Assurance Specialist (Chemicals),648-07 Quality Assurance Specialist (Chemicals),Quality Assurance Specialist (Chemicals),GS-1910-0,GS-1910-0 Quality Assurance Specialist (Chemicals),648,Quality Assurance,PROF ADMIN,1910,QUALITY ASSURANCE ,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
648-08,Quality Assurance Specialist (Preservation and Packaging),648-08 Quality Assurance Specialist (Preservation and Packaging),Quality Assurance Specialist (Preservation and Packaging),GS-1910-0,GS-1910-0 Quality Assurance Specialist (Preservation and Packaging),648,Quality Assurance,PROF ADMIN,1910,QUALITY ASSURANCE ,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
648-09,Quality Assurance Specialist (Metrology),648-09 Quality Assurance Specialist (Metrology),Quality Assurance Specialist (Metrology),GS-1910-0,GS-1910-0 Quality Assurance Specialist (Metrology),648,Quality Assurance,PROF ADMIN,1910,QUALITY ASSURANCE ,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
648-10,Quality Assurance Specialist (Computer Software),648-10 Quality Assurance Specialist (Computer Software),Quality Assurance Specialist (Computer Software),GS-1910-0,GS-1910-0 Quality Assurance Specialist (Computer Software),648,Quality Assurance,PROF ADMIN,1910,QUALITY ASSURANCE ,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
648-11,Quality Assurance Specialist (Aircraft),648-11 Quality Assurance Specialist (Aircraft),Quality Assurance Specialist (Aircraft),GS-1910-0,GS-1910-0 Quality Assurance Specialist (Aircraft),648,Quality Assurance,PROF ADMIN,1910,QUALITY ASSURANCE ,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
355-02,Quality Assurance Specialist,355-02 Quality Assurance Specialist,Quality Assurance Specialist,GS-1910-1,GS-1910-1 Quality Assurance Specialist,355,Quality Assurance,TECH,1910,QUALITY ASSURANCE ,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
540-21,Student Trainee (Quality Assurance),540-21 Student Trainee (Quality Assurance),Student Trainee (Quality Assurance),GS-1999-0,GS-1999-0 Student Trainee (Quality Assurance),540,Student Trainee Admin,CLERICAL,1999,QUALITY INSPECTION STUDENT TRAINEE,1,3*,51-9061,8740,"INSPECTORS, TESTERS, SORTERS, SAMPLERS, & WEIGHERS",
614-02,General Supply Specialist,614-02 General Supply Specialist,General Supply Specialist,GS-2001-0,GS-2001-0 General Supply Specialist,614,Property and Supply,PROF ADMIN,2001,GENERAL SUPPLY,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
614-06,Supply Management Officer,614-06 Supply Management Officer,Supply Management Officer,GS-2003-0,GS-2003-0 Supply Management Officer,614,Property and Supply,PROF ADMIN,2003,SUPPLY PROGRAM MANAGEMENT,1,2,13-1081,700,LOGISTICIANS,
614-07,Supply Systems Analyst,614-07 Supply Systems Analyst,Supply Systems Analyst,GS-2003-0,GS-2003-0 Supply Systems Analyst,614,Property and Supply,PROF ADMIN,2003,SUPPLY PROGRAM MANAGEMENT,1,2,13-1081,700,LOGISTICIANS,
614-08,Supply Management Specialist,614-08 Supply Management Specialist,Supply Management Specialist,GS-2003-0,GS-2003-0 Supply Management Specialist,614,Property and Supply,PROF ADMIN,2003,SUPPLY PROGRAM MANAGEMENT,1,2,13-1081,700,LOGISTICIANS,
575-01,Supply Technician,575-01 Supply Technician,Supply Technician,GS-2005-0,GS-2005-0 Supply Technician,575,"Procuremen, Supply, Equipment, and Facilities Clerk",CLERICAL,2005,SUPPLY CLERICAL & TECHNICIAN,1,5,43-3061,5150,PROCUREMENT CLERKS,
575-02,Supply Clerk,575-02 Supply Clerk,Supply Clerk,GS-2005-0,GS-2005-0 Supply Clerk,575,"Procuremen, Supply, Equipment, and Facilities Clerk",CLERICAL,2005,SUPPLY CLERICAL & TECHNICIAN,1,5,43-3061,5150,PROCUREMENT CLERKS,
614-03,Inventory Management Specialist,614-03 Inventory Management Specialist,Inventory Management Specialist,GS-2010-0,GS-2010-0 Inventory Management Specialist,614,Property and Supply,PROF ADMIN,2010,INVENTORY MANAGEMENT ,1,2,13-1081,700,LOGISTICIANS,
614-09,Inventory Management Officer,614-09 Inventory Management Officer,Inventory Management Officer,GS-2010-0,GS-2010-0 Inventory Management Officer,614,Property and Supply,PROF ADMIN,2010,INVENTORY MANAGEMENT ,1,2,13-1081,700,LOGISTICIANS,
614-04,Distribution Facilities Specialist,614-04 Distribution Facilities Specialist,Distribution Facilities Specialist,GS-2030-0,GS-2030-0 Distribution Facilities Specialist,614,Property and Supply,PROF ADMIN,2030,DISTRIBUTION FACILITIES & STORAGE MANAGEMENT,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
614-10,Storage Specialist,614-10 Storage Specialist,Storage Specialist,GS-2030-0,GS-2030-0 Storage Specialist,614,Property and Supply,PROF ADMIN,2030,DISTRIBUTION FACILITIES & STORAGE MANAGEMENT,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
540-18,Student Trainee (Supply),540-18 Student Trainee (Supply),Student Trainee (Supply),GS-2099-0,GS-2099-0 Student Trainee (Supply),540,Student Trainee Admin,CLERICAL,2099,SUPPLY STUDENT TRAINEE,1,5*,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
699-97,Student Trainee (Supply Management),699-97 Student Trainee (Supply Management),Student Trainee (Supply Management),GS-2099-0,GS-2099-0 Student Trainee (Supply Management),699,Misc Specialty,PROF ADMIN,2099,SUPPLY STUDENT TRAINEE,1,5*,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
619-01,Transportation Specialist,619-01 Transportation Specialist,Transportation Specialist,GS-2101-0,GS-2101-0 Transportation Specialist,619,Transportation and Traffic,PROF ADMIN,2101,TRANSPORTATION SPECIALIST,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
585-01,Transportation Assistant,585-01 Transportation Assistant,Transportation Assistant,GS-2102-0,GS-2102-0 Transportation Assistant,585,Transportation Operations and Clerical,CLERICAL,2102,TRANSPORTATION CLERK & ASSISTANT,1,5,43-9XXX,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS",
619-02,Traffic Management Specialist,619-02 Traffic Management Specialist,Traffic Management Specialist,GS-2130-0,GS-2130-0 Traffic Management Specialist,619,Transportation and Traffic,PROF ADMIN,2130,TRAFFIC MANAGEMENT,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
619-05,Traffic Manager,619-05 Traffic Manager,Traffic Manager,GS-2130-0,GS-2130-0 Traffic Manager,619,Transportation and Traffic,PROF ADMIN,2130,TRAFFIC MANAGEMENT,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
580-02,Freight Rate Specialist,580-02 Freight Rate Specialist,Freight Rate Specialist,GS-2131-0,GS-2131-0 Freight Rate Specialist,580,Transportation Operations and Clerical,CLERICAL,2131,FREIGHT RATE,1,5,43-5011,5500,CARGO & FREIGHT AGENTS,
583-01,Cargo Scheduler,583-01 Cargo Scheduler,Cargo Scheduler,GS-2144-0,GS-2144-0 Cargo Scheduler,583,Transportation Operations and Clerical,CLERICAL,2144,CARGO SCHEDULING ,1,5,43-5011,5500,CARGO & FREIGHT AGENTS,
619-03,Transportation Operations Specialist,619-03 Transportation Operations Specialist,Transportation Operations Specialist,GS-2150-0,GS-2150-0 Transportation Operations Specialist,619,Transportation and Traffic,PROF ADMIN,2150,TRANSPORTATION OPERATIONS,1,2,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER#",
584-01,Automotive Equipment Dispatcher,584-01 Automotive Equipment Dispatcher,Automotive Equipment Dispatcher,GS-2151-0,GS-2151-0 Automotive Equipment Dispatcher,584,Transportation Operations and Clerical,CLERICAL,2151,DISPATCHING,1,5,43-5030,5520,DISPATCHERS,
699-15,Aircraft Pilot,699-15 Aircraft Pilot,Aircraft Pilot,GS-2181-0,GS-2181-0 Aircraft Pilot,699,Misc Specialty,PROF ADMIN,2181,AIRCRAFT OPERATION,1,3,53-2010,9030,AIRCRAFT PILOTS & FLIGHT ENGINEERS,
699-16,Airplane Pilot,699-16 Airplane Pilot,Airplane Pilot,GS-2181-0,GS-2181-0 Airplane Pilot,699,Misc Specialty,PROF ADMIN,2181,AIRCRAFT OPERATION,1,3,53-2010,9030,AIRCRAFT PILOTS & FLIGHT ENGINEERS,
390-08,Flight Engineer,390-08 Flight Engineer,Flight Engineer,GS-2185-0,GS-2185-0 Flight Engineer,390,Transportation,TECH,2185,AIRCREW TECHNICIAN,1,6,49-3011,7140,AIRCRAFT MECHANICS & SERVICE TECHNICIANS,
540-19,Student Trainee (Transportation),540-19 Student Trainee (Transportation),Student Trainee (Transportation),GS-2199-0,GS-2199-0 Student Trainee (Transportation),540,Student Trainee Admin,CLERICAL,2199,TRANSPORTATION STUDENT TRAINEE,1,7,53-60XX,9420,"MISCELLANEOUS TRANSPORTATION WORKERS, INCLUDING BRIDGE & LOCK TENDERS & TRAFFIC TECHNICIANS",
699-98,Student Trainee (Transportation),699-98 Student Trainee (Transportation),Student Trainee (Transportation),GS-2199-0,GS-2199-0 Student Trainee (Transportation),699,Misc Specialty,PROF ADMIN,2199,TRANSPORTATION STUDENT TRAINEE,1,7,53-60XX,9420,"MISCELLANEOUS TRANSPORTATION WORKERS, INCLUDING BRIDGE & LOCK TENDERS & TRAFFIC TECHNICIANS",
605-01,Information Technology Specialist,605-01 Information Technology Specialist,Information Technology Specialist,GS-2210-0,GS-2210-0 Information Technology Specialist,605,IT,PROF ADMIN,2210,INFORMATION TECHNOLOGY MANAGEMENT,1,2,15-1150,1050,COMPUTER SUPPORT SPECIALISTS,
605-02,Information Technology Specialist (Network Services),605-02 Information Technology Specialist (Network Services),Information Technology Specialist (Network Services),GS-2210-0,GS-2210-0 Information Technology Specialist (Network Services),605,IT,PROF ADMIN,2210,INFORMATION TECHNOLOGY MANAGEMENT,1,2,15-1150,1050,COMPUTER SUPPORT SPECIALISTS,
605-03,Information Technology Specialist (Application Software),605-03 Information Technology Specialist (Application Software),Information Technology Specialist (Application Software),GS-2210-0,GS-2210-0 Information Technology Specialist (Application Software),605,IT,PROF ADMIN,2210,INFORMATION TECHNOLOGY MANAGEMENT,1,2,15-1150,1050,COMPUTER SUPPORT SPECIALISTS,
605-04,Information Technology Specialist (Operating Systems),605-04 Information Technology Specialist (Operating Systems),Information Technology Specialist (Operating Systems),GS-2210-0,GS-2210-0 Information Technology Specialist (Operating Systems),605,IT,PROF ADMIN,2210,INFORMATION TECHNOLOGY MANAGEMENT,1,2,15-1150,1050,COMPUTER SUPPORT SPECIALISTS,
605-06,Information Technology Specialist (Systems Analysis),605-06 Information Technology Specialist (Systems Analysis),Information Technology Specialist (Systems Analysis),GS-2210-0,GS-2210-0 Information Technology Specialist (Systems Analysis),605,IT,PROF ADMIN,2210,INFORMATION TECHNOLOGY MANAGEMENT,1,2,15-1150,1050,COMPUTER SUPPORT SPECIALISTS,
605-07,Information Technology Specialist (Policy and Planning),605-07 Information Technology Specialist (Policy and Planning),Information Technology Specialist (Policy and Planning),GS-2210-0,GS-2210-0 Information Technology Specialist (Policy and Planning),605,IT,PROF ADMIN,2210,INFORMATION TECHNOLOGY MANAGEMENT,1,2,15-1150,1050,COMPUTER SUPPORT SPECIALISTS,
605-08,Information Technology Specialist (Security),605-08 Information Technology Specialist (Security),Information Technology Specialist (Security),GS-2210-0,GS-2210-0 Information Technology Specialist (Security),605,IT,PROF ADMIN,2210,INFORMATION TECHNOLOGY MANAGEMENT,1,2,15-1150,1050,COMPUTER SUPPORT SPECIALISTS,
605-09,Information Technology Specialist (Data Management),605-09 Information Technology Specialist (Data Management),Information Technology Specialist (Data Management),GS-2210-0,GS-2210-0 Information Technology Specialist (Data Management),605,IT,PROF ADMIN,2210,INFORMATION TECHNOLOGY MANAGEMENT,1,2,15-1150,1050,COMPUTER SUPPORT SPECIALISTS,
605-10,Information Technology Specialist (Internet),605-10 Information Technology Specialist (Internet),Information Technology Specialist (Internet),GS-2210-0,GS-2210-0 Information Technology Specialist (Internet),605,IT,PROF ADMIN,2210,INFORMATION TECHNOLOGY MANAGEMENT,1,2,15-1150,1050,COMPUTER SUPPORT SPECIALISTS,
605-11,Information Technology Specialist (Systems Administration),605-11 Information Technology Specialist (Systems Administration),Information Technology Specialist (Systems Administration),GS-2210-0,GS-2210-0 Information Technology Specialist (Systems Administration),605,IT,PROF ADMIN,2210,INFORMATION TECHNOLOGY MANAGEMENT,1,2,15-1150,1050,COMPUTER SUPPORT SPECIALISTS,
605-12,Information Technology Specialist (Customer Support),605-12 Information Technology Specialist (Customer Support),Information Technology Specialist (Customer Support),GS-2210-0,GS-2210-0 Information Technology Specialist (Customer Support),605,IT,PROF ADMIN,2210,INFORMATION TECHNOLOGY MANAGEMENT,1,2,15-1150,1050,COMPUTER SUPPORT SPECIALISTS,
605-13,Information Technology Specialist (Enterprise Architecture),605-13 Information Technology Specialist (Enterprise Architecture),Information Technology Specialist (Enterprise Architecture),GS-2210-0,GS-2210-0 Information Technology Specialist (Enterprise Architecture),605,IT,PROF ADMIN,2210,INFORMATION TECHNOLOGY MANAGEMENT,1,2,15-1150,1050,COMPUTER SUPPORT SPECIALISTS,
605-14,IT Project Manager,605-14 IT Project Manager,IT Project Manager,GS-2210-0,GS-2210-0 IT Project Manager,605,IT,PROF ADMIN,2210,INFORMATION TECHNOLOGY MANAGEMENT,1,2,15-1150,1050,COMPUTER SUPPORT SPECIALISTS,
605-17,IT Program Manager,605-17 IT Program Manager,IT Program Manager,GS-2210-0,GS-2210-0 IT Program Manager,605,IT,PROF ADMIN,2210,INFORMATION TECHNOLOGY MANAGEMENT,1,2,15-1150,1050,COMPUTER SUPPORT SPECIALISTS,
540-20,Student Trainee (Information Technology),540-20 Student Trainee (Information Technology),Student Trainee (Information Technology),GS-2299-0,GS-2299-0 Student Trainee (Information Technology),540,Student Trainee Admin,CLERICAL,2299,INFORMATION TECHNOLOGY TRAINEE,1,5*,15-1150,1050,COMPUTER SUPPORT SPECIALISTS#,
699-88,Student Trainee (Information Technology),699-88 Student Trainee (Information Technology),Student Trainee (Information Technology),GS-2299-0,GS-2299-0 Student Trainee (Information Technology),699,Misc Specialty,PROF ADMIN,2299,INFORMATION TECHNOLOGY TRAINEE,1,5*,15-1150,1050,COMPUTER SUPPORT SPECIALISTS#,
709-22,Biological Studies,709-22 Biological Studies,Biological Studies,GS-401,GS-401 Biological Studies,709,Life Sciences and Systems,S&E,401,GENERAL NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES,1,2,19-1020,1610,BIOLOGICAL SCIENTISTS,
709-50,Life Sciences Research,709-50 Life Sciences Research,Life Sciences Research,GS-401,GS-401 Life Sciences Research,709,Life Sciences and Systems,S&E,401,GENERAL NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES,1,2,19-1020,1610,BIOLOGICAL SCIENTISTS,
745-09,Astronaut,745-09 Astronaut,**,GS-401**,GS-401** **,745,Operations,S&E,401,GENERAL NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES,1,2,19-1020,1610,BIOLOGICAL SCIENTISTS,
709-43,Medical Studies,709-43 Medical Studies,Medical Officer,GS-602,GS-602 Medical Officer,709,Life Sciences and Systems,S&E,602,PHYSICIAN,1,2,29-1060,3060,PHYSICIANS & SURGEONS,
745-10,Astronaut,745-10 Astronaut,Medical Officer,GS-602**,GS-602** Medical Officer,745,Operations,S&E,602,PHYSICIAN,1,2,29-1060,3060,PHYSICIANS & SURGEONS,
201-01,General Engineer,201-01 General Engineer,General Engineer,GS-801,GS-801 General Engineer,201,S&E Non-AST,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
218-01,Welding Engineer,218-01 Welding Engineer,Welding Engineer,GS-801,GS-801 Welding Engineer,218,S&E Non-AST,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
295-00,Expert (Engineering),295-00 Expert (Engineering),Expert (Engineering),GS-801,GS-801 Expert (Engineering),295,S&E Non-AST,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
296-00,Consultant (Engineering),296-00 Consultant (Engineering),Consultant (Engineering),GS-801,GS-801 Consultant (Engineering),296,S&E Non-AST,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
709-45,Human/Machine Systems,709-45 Human/Machine Systems,Human/Machine Systems,GS-801,GS-801 Human/Machine Systems,709,Life Sciences and Systems,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
730-25,Control Systems,730-25 Control Systems,Control Systems,GS-801,GS-801 Control Systems,730,Measurement and Instrumentation,S&E,801,GENERAL ENGINEERING ,1,2,17-21YY,1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS",
