O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	3	26.09	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	4	17.39	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	5	17.39	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	6	8.70	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	8	4.35	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	1	0.00	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	2	17.39	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	3	26.09	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	4	13.04	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	5	30.43	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	6	8.70	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	7	4.35	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	8	0.00	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	9	0.00	23	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
11-2031.00	2.D.1	Required Level of Education	RL	1	0.00	30	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	2	0.00	30	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	3	0.00	30	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	4	11.18	30	10.31	1.48	51.25	N	07/2017	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	5	0.00	30	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	6	72.48	30	11.16	45.61	89.21	N	07/2017	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	7	4.84	30	4.60	0.66	28.16	N	07/2017	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	8	6.77	30	4.04	1.92	21.21	N	07/2017	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	9	4.74	30	4.75	0.57	30.00	N	07/2017	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	10	0.00	30	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	11	0.00	30	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	12	0.00	30	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.74	27	0.28	1.16	2.32	N	07/2017	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	1	4.71	30	4.49	0.63	27.63	N	07/2017	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	2	0.00	30	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	3	0.00	30	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	4	4.84	30	4.60	0.66	28.16	N	07/2017	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	5	0.00	30	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	6	2.21	30	2.03	0.33	13.37	N	07/2017	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	7	39.13	30	13.13	17.23	66.49	N	07/2017	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	8	9.17	30	5.45	2.58	27.81	N	07/2017	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	9	23.96	30	10.62	8.73	50.94	N	07/2017	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	10	0.90	30	0.81	0.14	5.47	N	07/2017	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	11	15.09	30	8.95	4.08	42.59	N	07/2017	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	1	35.31	30	12.08	15.62	61.67	N	07/2017	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	2	34.54	30	11.68	15.49	60.28	N	07/2017	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	3	8.42	30	5.78	1.95	29.85	N	07/2017	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	4	6.83	30	4.64	1.62	24.58	N	07/2017	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	5	4.97	30	4.60	0.71	27.70	N	07/2017	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	6	0.96	30	0.98	0.12	7.37	N	07/2017	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	7	8.98	30	8.51	1.16	45.36	N	07/2017	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	30	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	30	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	1	12.32	28	8.69	2.63	42.25	N	07/2017	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	2	46.55	28	13.83	21.77	73.15	N	07/2017	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	3	4.95	28	4.96	0.59	31.22	N	07/2017	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	4	13.51	28	6.23	4.97	31.81	N	07/2017	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	5	22.67	28	9.70	8.61	47.71	N	07/2017	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	6	0.00	28	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	7	0.00	28	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	8	0.00	28	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	9	0.00	28	0.00	n/a	n/a	N	07/2017	Incumbent
11-2031.00	3.A.4.a	Apprenticeship	IM	n/a	1.61	27	0.36	1.00	2.35	N	07/2017	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	1	0.00	45	0.00	n/a	n/a	N	07/2017	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	2	33.56	45	14.35	12.13	64.88	N	07/2017	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	3	13.16	45	6.14	4.88	30.92	N	07/2017	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	4	13.18	45	6.47	4.63	32.19	N	07/2017	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	5	11.84	45	5.36	4.56	27.43	N	07/2017	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	6	24.28	45	8.72	10.98	45.46	N	07/2017	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	7	0.00	45	0.00	n/a	n/a	N	07/2017	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	8	3.87	45	2.34	1.12	12.54	N	07/2017	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	9	0.06	45	0.06	0.01	0.48	N	07/2017	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	10	0.00	45	0.00	n/a	n/a	N	07/2017	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	11	0.06	45	0.06	0.01	0.48	N	07/2017	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	12	0.00	45	0.00	n/a	n/a	N	07/2017	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	1	3.21	45	3.01	0.47	18.96	N	07/2017	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	2	0.00	45	0.00	n/a	n/a	N	07/2017	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	3	0.00	45	0.00	n/a	n/a	N	07/2017	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	4	2.52	45	2.55	0.32	17.28	N	07/2017	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	5	1.67	45	1.70	0.21	12.04	N	07/2017	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	6	26.78	45	15.10	7.19	63.31	N	07/2017	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	7	31.24	45	9.52	15.69	52.60	N	07/2017	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	8	21.73	45	9.08	8.65	44.88	N	07/2017	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	9	6.92	45	3.86	2.17	19.92	N	07/2017	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	10	5.02	45	3.25	1.32	17.25	N	07/2017	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	11	0.89	45	0.86	0.13	6.05	N	07/2017	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	1	13.82	45	6.62	4.97	32.95	N	07/2017	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	2	14.50	45	7.18	5.01	35.26	N	07/2017	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	3	34.62	45	14.45	12.76	65.71	N	07/2017	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	4	13.03	45	7.36	3.89	35.67	N	07/2017	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	5	17.86	45	7.33	7.36	37.32	N	07/2017	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	6	3.39	45	2.43	0.78	13.53	N	07/2017	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	7	1.38	45	1.39	0.18	9.90	N	07/2017	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	8	1.41	45	1.44	0.18	10.35	N	07/2017	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	45	0.00	n/a	n/a	N	07/2017	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	1	1.13	44	1.11	0.15	7.82	N	07/2017	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	2	15.92	44	5.95	7.17	31.71	N	07/2017	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	3	48.28	44	12.61	25.21	72.11	N	07/2017	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	4	15.80	44	6.03	7.00	31.87	N	07/2017	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	5	11.87	44	5.02	4.86	26.19	N	07/2017	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	6	6.88	44	3.57	2.34	18.54	N	07/2017	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	7	0.12	44	0.13	0.02	0.98	N	07/2017	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	8	0.00	44	0.00	n/a	n/a	N	07/2017	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	9	0.00	44	0.00	n/a	n/a	N	07/2017	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	1	0.00	26	0.00	n/a	n/a	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	2	1.26	26	1.30	0.15	9.96	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	3	5.77	26	5.78	0.68	35.39	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	4	25.96	26	15.16	6.46	64.01	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	5	2.16	26	1.66	0.44	10.05	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	6	47.68	26	17.06	18.23	78.84	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	7	2.80	26	2.88	0.33	20.26	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	8	14.36	26	10.19	2.96	48.01	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	9	0.00	26	0.00	n/a	n/a	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	10	0.00	26	0.00	n/a	n/a	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	11	0.00	26	0.00	n/a	n/a	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	12	0.00	26	0.00	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	1	0.00	26	0.00	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	2	0.00	26	0.00	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	3	0.00	26	0.00	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	4	0.00	26	0.00	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	5	0.00	26	0.00	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	6	1.08	26	1.12	0.13	8.64	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	7	11.15	26	6.76	2.99	33.85	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	8	23.94	26	12.49	7.12	56.38	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	9	40.02	26	16.33	14.12	73.03	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	10	10.55	26	8.88	1.67	45.04	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	11	13.25	26	8.72	3.11	42.13	N	07/2016	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	1	16.82	26	10.76	3.98	49.64	N	07/2016	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	2	31.64	26	17.98	7.71	71.94	N	07/2016	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	3	5.33	26	3.44	1.37	18.62	N	07/2016	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	4	6.90	26	4.54	1.70	24.09	N	07/2016	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	5	23.00	26	14.30	5.36	61.19	N	07/2016	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	6	9.72	26	9.20	1.23	48.25	N	07/2016	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	26	0.00	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	8	6.58	26	6.22	0.87	36.17	N	07/2016	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	26	0.00	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	1	0.76	26	0.80	0.09	6.30	N	07/2016	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	2	15.17	26	8.72	4.24	41.94	N	07/2016	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	3	24.43	26	11.18	8.50	52.94	N	07/2016	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	4	23.48	26	11.97	7.22	54.75	N	07/2016	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	5	32.63	26	15.78	9.95	67.98	N	07/2016	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	6	3.53	26	3.00	0.59	18.34	N	07/2016	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	7	0.00	26	0.00	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	8	0.00	26	0.00	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	9	0.00	26	0.00	n/a	n/a	N	07/2016	Incumbent
11-3031.01	2.D.1	Required Level of Education	RL	1	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	2	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	3	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	4	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	5	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	6	36.67	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	7	20.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	8	43.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	9	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	10	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	11	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	12	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	1	3.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	2	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	3	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	4	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	5	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	6	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	7	10.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	8	20.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	9	13.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	10	23.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	11	30.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	1	50.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	2	16.67	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	3	13.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	4	3.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	5	3.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	6	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	7	3.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	8	10.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	9	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	1	20.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	2	40.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	3	10.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	4	10.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	5	13.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	6	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	7	3.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	8	3.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	9	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.02	2.D.1	Required Level of Education	RL	1	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	2	16.88	31	9.45	4.88	44.54	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	3	1.75	31	1.83	0.20	13.56	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	4	7.42	31	6.56	1.13	36.05	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	5	3.42	31	2.49	0.76	14.14	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	6	50.19	31	15.92	21.53	78.72	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	7	6.43	31	5.95	0.91	34.08	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	8	13.57	31	8.27	3.59	39.84	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	9	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	10	0.35	31	0.36	0.04	2.84	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	11	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	12	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	1	3.13	31	3.20	0.37	21.77	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	2	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	3	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	4	6.43	31	6.33	0.80	37.04	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	5	6.43	31	6.33	0.80	37.04	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	6	1.06	31	0.82	0.21	5.07	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	7	13.37	31	7.61	3.88	37.14	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	8	22.15	31	9.49	8.46	46.67	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	9	30.70	31	18.17	7.19	71.70	Y	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	10	13.75	31	8.51	3.55	40.83	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	11	2.98	31	2.23	0.63	12.96	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	1	14.27	31	8.30	4.00	39.95	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	2	32.42	31	17.68	8.45	71.38	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	3	16.51	31	9.63	4.53	45.15	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	4	13.61	31	6.86	4.56	34.16	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	5	2.41	31	1.73	0.55	10.01	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	6	6.43	31	6.47	0.76	38.15	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	7	7.03	31	4.72	1.71	24.81	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	8	7.32	31	6.54	1.09	36.14	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	9	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	1	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	2	16.69	31	8.78	5.23	42.10	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	3	46.93	31	16.39	18.75	77.22	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	4	12.28	31	6.62	3.84	32.92	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	5	8.75	31	6.60	1.74	34.19	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	6	7.13	31	5.95	1.21	32.46	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	7	1.78	31	1.54	0.30	9.93	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	8	6.43	31	6.47	0.76	38.15	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	9	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	1	0.62	38	0.63	0.08	4.71	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	2	6.66	38	5.59	1.14	30.64	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	3	2.55	38	2.51	0.34	16.87	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	4	30.32	38	10.51	13.70	54.40	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	5	15.11	38	9.53	3.80	44.50	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	6	42.38	38	9.49	25.08	61.77	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	7	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	8	2.37	38	1.94	0.44	11.70	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	9	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	10	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
